entry_id,posting_date,entity,department,account_category,description,vendor_counterparty,amount_usd,payment_terms_days,reconciliation_status
GL-14353,2026-05-16,Sub-Sahara Telco PLC,General & Admin,General & Admin,Audit & Corporate Legal Retainers,Salesforce Inc,8415.45,30,RECONCILED
GL-14354,2026-02-11,Sub-Sahara Telco PLC,Sales & Marketing,Sales & Marketing,LinkedIn B2B Lead Generation,Meta Business,2697.11,30,PENDING_AUDIT
GL-14355,2026-02-08,Enterprise Cloud BV,Data Infrastructure,Gross Revenue,Enterprise Multi-Year License,National Telecom Operator,67670.18,60,RECONCILED
GL-14356,2026-05-09,EMEA Logistics Ltd,General & Admin,Gross Revenue,Professional Advisory Retainer,Fintech Payment Partner,9338.24,45,RECONCILED
GL-14357,2026-06-15,Enterprise Cloud BV,Data Infrastructure,Payroll & Benefits,Executive Compensation,Remote.com Global,29587.49,60,RECONCILED
GL-14358,2026-07-04,Enterprise Cloud BV,Engineering & R&D,Gross Revenue,Enterprise Multi-Year License,Fortune 500 Enterprise Client,33276.34,60,RECONCILED
GL-14359,2026-09-28,Enterprise Cloud BV,General & Admin,Direct COGS,Third-Party LLM API Credits,Stripe Inc,5545.71,30,RECONCILED
GL-14360,2026-08-27,Enterprise Cloud BV,General & Admin,Direct COGS,AWS Cloud Compute & S3,Amazon Web Services,1554.81,60,RECONCILED
GL-14361,2026-05-09,EMEA Logistics Ltd,General & Admin,General & Admin,Office Facilities & Coworking,Salesforce Inc,4640.29,60,RECONCILED
GL-14362,2026-07-16,Enterprise Cloud BV,General & Admin,Gross Revenue,SaaS Platform Subscriptions,Fortune 500 Enterprise Client,23220.61,60,RECONCILED
GL-14363,2026-08-06,EMEA Logistics Ltd,Data Infrastructure,Direct COGS,Third-Party LLM API Credits,Amazon Web Services,2576.91,60,RECONCILED
GL-14364,2026-05-05,EMEA Logistics Ltd,General & Admin,Payroll & Benefits,Engineering Salaries,ADP TotalSource,12467.04,45,RECONCILED
GL-14365,2026-12-25,Group HQ (US),Customer Support,Direct COGS,Stripe Payment Processing,Amazon Web Services,7341.18,45,RECONCILED
GL-14366,2026-06-29,Group HQ (US),Engineering & R&D,Gross Revenue,SaaS Platform Subscriptions,National Telecom Operator,2550.07,60,FLAGGED_VARIANCE
GL-14367,2026-02-11,EMEA Logistics Ltd,Engineering & R&D,Gross Revenue,Enterprise Multi-Year License,Fortune 500 Enterprise Client,28107.25,45,RECONCILED
GL-14368,2026-11-14,EMEA Logistics Ltd,Data Infrastructure,General & Admin,Software Subscriptions (Slack/GitHub),PwC Audit Advisory,636.92,30,RECONCILED
GL-14369,2026-07-20,Group HQ (US),General & Admin,Payroll & Benefits,Contract Data Engineers,Remote.com Global,4557.57,30,RECONCILED
GL-14370,2026-11-13,EMEA Logistics Ltd,Customer Support,Payroll & Benefits,Contract Data Engineers,Mercer Benefits,7289.41,45,RECONCILED
GL-14371,2026-02-01,Group HQ (US),General & Admin,Gross Revenue,Enterprise Multi-Year License,Mid-Market B2B SaaS Client,33017.17,30,RECONCILED
GL-14372,2026-04-25,EMEA Logistics Ltd,Sales & Marketing,Gross Revenue,Professional Advisory Retainer,Fintech Payment Partner,6693.24,45,RECONCILED
GL-14373,2026-03-28,Sub-Sahara Telco PLC,Data Infrastructure,Payroll & Benefits,Contract Data Engineers,Remote.com Global,6927.18,45,RECONCILED
GL-14374,2026-12-24,EMEA Logistics Ltd,Sales & Marketing,Sales & Marketing,LinkedIn B2B Lead Generation,LinkedIn B2B Marketing,4936.11,30,RECONCILED
GL-14375,2026-09-13,EMEA Logistics Ltd,Data Infrastructure,Direct COGS,Third-Party LLM API Credits,Stripe Inc,2644.74,45,RECONCILED
GL-14376,2026-06-09,Group HQ (US),Engineering & R&D,Direct COGS,AWS Cloud Compute & S3,OpenAI Inc,11270.73,60,RECONCILED
GL-14377,2026-01-03,Sub-Sahara Telco PLC,Sales & Marketing,Payroll & Benefits,Engineering Salaries,Remote.com Global,17690.47,45,RECONCILED
GL-14378,2026-03-10,Sub-Sahara Telco PLC,Data Infrastructure,Payroll & Benefits,Contract Data Engineers,Mercer Benefits,6691.51,30,RECONCILED
GL-14379,2026-08-03,Enterprise Cloud BV,General & Admin,Direct COGS,Stripe Payment Processing,Cloudflare CDN,931.6,45,RECONCILED
GL-14380,2026-02-11,Enterprise Cloud BV,Engineering & R&D,Gross Revenue,Professional Advisory Retainer,National Telecom Operator,8238.27,30,RECONCILED
GL-14381,2026-07-14,Sub-Sahara Telco PLC,General & Admin,General & Admin,Software Subscriptions (Slack/GitHub),WeWork Management,2240.54,30,RECONCILED
GL-14382,2026-06-26,Sub-Sahara Telco PLC,Engineering & R&D,Direct COGS,Third-Party LLM API Credits,Stripe Inc,2269.08,45,RECONCILED
GL-14383,2026-03-22,Sub-Sahara Telco PLC,Sales & Marketing,Direct COGS,Stripe Payment Processing,OpenAI Inc,1093.12,45,RECONCILED
GL-14384,2026-08-02,Sub-Sahara Telco PLC,General & Admin,Direct COGS,AWS Cloud Compute & S3,Cloudflare CDN,13281.67,45,RECONCILED
GL-14385,2026-06-30,Enterprise Cloud BV,General & Admin,Gross Revenue,SaaS Platform Subscriptions,National Telecom Operator,23609.76,60,RECONCILED
GL-14386,2026-05-29,EMEA Logistics Ltd,Customer Support,Sales & Marketing,Global SaaS Summit Booth,Google Ads,6645.82,45,RECONCILED
GL-14387,2026-03-28,Enterprise Cloud BV,Customer Support,Payroll & Benefits,Contract Data Engineers,Gusto Payroll,8158.74,60,RECONCILED
GL-14388,2026-08-08,Sub-Sahara Telco PLC,Sales & Marketing,Gross Revenue,Professional Advisory Retainer,Fintech Payment Partner,17408.78,60,RECONCILED
GL-14389,2026-10-16,Group HQ (US),Sales & Marketing,Gross Revenue,SaaS Platform Subscriptions,National Telecom Operator,8557.11,45,RECONCILED
GL-14390,2026-10-14,Sub-Sahara Telco PLC,Engineering & R&D,Direct COGS,Third-Party LLM API Credits,Amazon Web Services,5677.4,45,RECONCILED
GL-14391,2026-10-16,Sub-Sahara Telco PLC,Customer Support,Sales & Marketing,Google Search & Ads Campaign,HubSpot Marketing,2053.53,30,RECONCILED
GL-14392,2026-11-08,EMEA Logistics Ltd,Customer Support,Payroll & Benefits,Executive Compensation,Gusto Payroll,26145.62,45,RECONCILED
GL-14393,2026-03-08,EMEA Logistics Ltd,Sales & Marketing,Gross Revenue,SaaS Platform Subscriptions,National Telecom Operator,5666.59,45,RECONCILED
GL-14394,2026-04-15,Sub-Sahara Telco PLC,Customer Support,Gross Revenue,Professional Advisory Retainer,Fintech Payment Partner,18139.43,30,RECONCILED
GL-14395,2026-09-24,Enterprise Cloud BV,Customer Support,General & Admin,Software Subscriptions (Slack/GitHub),PwC Audit Advisory,1783.92,60,RECONCILED
GL-14396,2026-05-27,Group HQ (US),Data Infrastructure,Gross Revenue,SaaS Platform Subscriptions,Fintech Payment Partner,3586.07,30,RECONCILED
GL-14397,2026-12-13,Enterprise Cloud BV,Engineering & R&D,Direct COGS,Stripe Payment Processing,OpenAI Inc,2966.56,60,RECONCILED
GL-14398,2026-05-08,EMEA Logistics Ltd,Customer Support,Gross Revenue,SaaS Platform Subscriptions,Fortune 500 Enterprise Client,16685.38,30,RECONCILED
GL-14399,2026-08-30,Group HQ (US),Sales & Marketing,Payroll & Benefits,Engineering Salaries,ADP TotalSource,13174.05,45,RECONCILED
GL-14400,2026-07-31,EMEA Logistics Ltd,Customer Support,Sales & Marketing,LinkedIn B2B Lead Generation,LinkedIn B2B Marketing,6575.86,45,RECONCILED
GL-14401,2026-08-22,EMEA Logistics Ltd,General & Admin,Direct COGS,Stripe Payment Processing,OpenAI Inc,5554.6,30,RECONCILED
GL-14402,2026-09-16,Group HQ (US),Data Infrastructure,Direct COGS,Third-Party LLM API Credits,OpenAI Inc,1611.23,60,RECONCILED
GL-14403,2026-02-25,Group HQ (US),Sales & Marketing,Direct COGS,AWS Cloud Compute & S3,OpenAI Inc,6326.2,30,RECONCILED
GL-14404,2026-10-03,Enterprise Cloud BV,Sales & Marketing,Payroll & Benefits,Engineering Salaries,ADP TotalSource,8866.41,60,RECONCILED
GL-14405,2026-02-05,Sub-Sahara Telco PLC,Data Infrastructure,Direct COGS,Third-Party LLM API Credits,Amazon Web Services,3054.81,30,RECONCILED
GL-14406,2026-01-09,EMEA Logistics Ltd,Sales & Marketing,Sales & Marketing,LinkedIn B2B Lead Generation,Google Ads,3628.7,45,RECONCILED
GL-14407,2026-06-13,Group HQ (US),General & Admin,Direct COGS,Third-Party LLM API Credits,Cloudflare CDN,2903.39,30,PENDING_AUDIT
GL-14408,2026-08-04,Sub-Sahara Telco PLC,Data Infrastructure,General & Admin,Software Subscriptions (Slack/GitHub),Baker McKenzie LLP,1787.9,45,RECONCILED
GL-14409,2026-10-24,EMEA Logistics Ltd,Sales & Marketing,Gross Revenue,Professional Advisory Retainer,National Telecom Operator,6342.0,60,RECONCILED
GL-14410,2026-09-02,Enterprise Cloud BV,General & Admin,Gross Revenue,SaaS Platform Subscriptions,Mid-Market B2B SaaS Client,7650.02,45,RECONCILED
GL-14411,2026-04-16,EMEA Logistics Ltd,Customer Support,Sales & Marketing,Google Search & Ads Campaign,HubSpot Marketing,5869.58,60,RECONCILED
GL-14412,2026-10-14,Group HQ (US),Data Infrastructure,Payroll & Benefits,Contract Data Engineers,Remote.com Global,9726.14,45,PENDING_AUDIT
GL-14413,2026-07-16,Sub-Sahara Telco PLC,Data Infrastructure,Payroll & Benefits,Contract Data Engineers,Remote.com Global,5851.75,45,RECONCILED
GL-14414,2026-05-31,Sub-Sahara Telco PLC,Customer Support,Gross Revenue,Enterprise Multi-Year License,Mid-Market B2B SaaS Client,31677.96,60,RECONCILED
GL-14415,2026-05-13,Group HQ (US),General & Admin,Gross Revenue,SaaS Platform Subscriptions,Fintech Payment Partner,13649.09,45,RECONCILED
GL-14416,2026-09-10,Group HQ (US),Engineering & R&D,Direct COGS,Stripe Payment Processing,Cloudflare CDN,5413.2,45,RECONCILED
GL-14417,2026-03-05,Sub-Sahara Telco PLC,Customer Support,Direct COGS,AWS Cloud Compute & S3,Stripe Inc,7044.56,30,RECONCILED
GL-14418,2026-06-25,Group HQ (US),Sales & Marketing,General & Admin,Software Subscriptions (Slack/GitHub),WeWork Management,520.32,60,RECONCILED
GL-14419,2026-02-09,EMEA Logistics Ltd,Customer Support,General & Admin,Office Facilities & Coworking,Salesforce Inc,3465.25,60,RECONCILED
GL-14420,2026-01-22,Enterprise Cloud BV,Engineering & R&D,Direct COGS,AWS Cloud Compute & S3,OpenAI Inc,1373.56,45,RECONCILED
GL-14421,2026-03-07,Group HQ (US),Customer Support,Sales & Marketing,LinkedIn B2B Lead Generation,Meta Business,3238.77,30,RECONCILED
GL-14422,2026-05-28,Enterprise Cloud BV,Data Infrastructure,Payroll & Benefits,Contract Data Engineers,Gusto Payroll,10019.03,60,RECONCILED
GL-14423,2026-09-08,Sub-Sahara Telco PLC,Engineering & R&D,General & Admin,Software Subscriptions (Slack/GitHub),WeWork Management,1288.1,45,RECONCILED
GL-14424,2026-09-18,Group HQ (US),General & Admin,Direct COGS,Stripe Payment Processing,Amazon Web Services,6132.78,45,RECONCILED
GL-14425,2026-12-13,EMEA Logistics Ltd,Engineering & R&D,Sales & Marketing,LinkedIn B2B Lead Generation,HubSpot Marketing,7376.23,60,RECONCILED
GL-14426,2026-05-03,EMEA Logistics Ltd,General & Admin,Direct COGS,AWS Cloud Compute & S3,OpenAI Inc,9047.7,45,RECONCILED
GL-14427,2026-12-23,EMEA Logistics Ltd,Engineering & R&D,Sales & Marketing,Google Search & Ads Campaign,LinkedIn B2B Marketing,3156.4,45,RECONCILED
GL-14428,2026-04-07,Enterprise Cloud BV,Sales & Marketing,Gross Revenue,Enterprise Multi-Year License,Fortune 500 Enterprise Client,50753.19,45,RECONCILED
GL-14429,2026-07-26,Group HQ (US),Data Infrastructure,Gross Revenue,SaaS Platform Subscriptions,Fintech Payment Partner,22829.67,45,RECONCILED
GL-14430,2026-06-09,EMEA Logistics Ltd,Data Infrastructure,Direct COGS,Stripe Payment Processing,Cloudflare CDN,5197.23,60,RECONCILED
GL-14431,2026-07-29,Enterprise Cloud BV,Engineering & R&D,Payroll & Benefits,Engineering Salaries,ADP TotalSource,10496.3,45,RECONCILED
GL-14432,2026-05-14,Enterprise Cloud BV,Customer Support,Payroll & Benefits,Engineering Salaries,Gusto Payroll,15262.05,60,RECONCILED
GL-14433,2026-08-05,Sub-Sahara Telco PLC,Sales & Marketing,Gross Revenue,SaaS Platform Subscriptions,Mid-Market B2B SaaS Client,13360.23,45,RECONCILED
GL-14434,2026-01-06,Group HQ (US),Customer Support,Direct COGS,AWS Cloud Compute & S3,Amazon Web Services,9075.22,60,RECONCILED
GL-14435,2026-05-05,EMEA Logistics Ltd,Engineering & R&D,Sales & Marketing,LinkedIn B2B Lead Generation,HubSpot Marketing,2625.2,45,RECONCILED
GL-14436,2026-03-18,Enterprise Cloud BV,Sales & Marketing,Gross Revenue,SaaS Platform Subscriptions,National Telecom Operator,11886.52,30,RECONCILED
GL-14437,2026-06-30,EMEA Logistics Ltd,Customer Support,Direct COGS,Third-Party LLM API Credits,OpenAI Inc,1414.11,60,RECONCILED
GL-14438,2026-02-03,Group HQ (US),General & Admin,Sales & Marketing,Global SaaS Summit Booth,Google Ads,9341.76,60,RECONCILED
GL-14439,2026-04-15,Group HQ (US),Sales & Marketing,Sales & Marketing,LinkedIn B2B Lead Generation,LinkedIn B2B Marketing,5669.52,45,RECONCILED
GL-14440,2026-07-15,Enterprise Cloud BV,General & Admin,Gross Revenue,Professional Advisory Retainer,Mid-Market B2B SaaS Client,24676.16,45,RECONCILED
GL-14441,2026-10-13,Enterprise Cloud BV,Engineering & R&D,General & Admin,Software Subscriptions (Slack/GitHub),WeWork Management,1842.14,45,RECONCILED
GL-14442,2026-12-11,Sub-Sahara Telco PLC,Data Infrastructure,Payroll & Benefits,Executive Compensation,Gusto Payroll,27210.28,60,RECONCILED
GL-14443,2026-11-29,Group HQ (US),Engineering & R&D,Gross Revenue,SaaS Platform Subscriptions,Fortune 500 Enterprise Client,12999.24,60,RECONCILED
GL-14444,2026-04-18,EMEA Logistics Ltd,Customer Support,Direct COGS,AWS Cloud Compute & S3,Cloudflare CDN,10182.86,60,RECONCILED
GL-14445,2026-03-31,Group HQ (US),Sales & Marketing,Gross Revenue,Enterprise Multi-Year License,National Telecom Operator,38540.11,30,RECONCILED
GL-14446,2026-12-17,EMEA Logistics Ltd,Data Infrastructure,Gross Revenue,SaaS Platform Subscriptions,National Telecom Operator,24727.51,30,RECONCILED
GL-14447,2026-09-09,Sub-Sahara Telco PLC,Sales & Marketing,Direct COGS,Third-Party LLM API Credits,Stripe Inc,4164.62,30,RECONCILED
GL-14448,2026-03-21,Sub-Sahara Telco PLC,General & Admin,Gross Revenue,Professional Advisory Retainer,Fintech Payment Partner,28821.35,45,RECONCILED
GL-14449,2026-02-20,Sub-Sahara Telco PLC,Engineering & R&D,Sales & Marketing,Global SaaS Summit Booth,LinkedIn B2B Marketing,6090.29,45,RECONCILED
GL-14450,2026-10-12,Group HQ (US),Customer Support,Sales & Marketing,Google Search & Ads Campaign,Meta Business,4138.1,45,RECONCILED
GL-14451,2026-11-15,Sub-Sahara Telco PLC,Data Infrastructure,Payroll & Benefits,Contract Data Engineers,Remote.com Global,4699.8,60,RECONCILED
GL-14452,2026-09-16,Enterprise Cloud BV,Data Infrastructure,Direct COGS,AWS Cloud Compute & S3,Amazon Web Services,13715.7,30,RECONCILED
GL-14453,2026-05-22,EMEA Logistics Ltd,Customer Support,Direct COGS,Stripe Payment Processing,Amazon Web Services,2694.91,60,RECONCILED
GL-14454,2026-06-30,EMEA Logistics Ltd,Customer Support,Sales & Marketing,Google Search & Ads Campaign,LinkedIn B2B Marketing,9170.45,60,PENDING_AUDIT
GL-14455,2026-07-18,Group HQ (US),Data Infrastructure,Payroll & Benefits,Contract Data Engineers,Remote.com Global,8813.26,60,RECONCILED
GL-14456,2026-01-13,Enterprise Cloud BV,Data Infrastructure,Direct COGS,Stripe Payment Processing,OpenAI Inc,2260.78,60,RECONCILED
GL-14457,2026-06-13,EMEA Logistics Ltd,Customer Support,Sales & Marketing,LinkedIn B2B Lead Generation,Meta Business,1683.99,30,PENDING_AUDIT
GL-14458,2026-10-02,EMEA Logistics Ltd,General & Admin,Payroll & Benefits,Engineering Salaries,ADP TotalSource,14630.89,60,RECONCILED
GL-14459,2026-12-24,Sub-Sahara Telco PLC,Data Infrastructure,Direct COGS,Stripe Payment Processing,Cloudflare CDN,4769.88,30,PENDING_AUDIT
GL-14460,2026-10-16,Sub-Sahara Telco PLC,Data Infrastructure,Sales & Marketing,LinkedIn B2B Lead Generation,Google Ads,7019.2,60,RECONCILED
GL-14461,2026-02-14,Enterprise Cloud BV,Customer Support,Gross Revenue,Enterprise Multi-Year License,Fortune 500 Enterprise Client,54334.45,45,RECONCILED
GL-14462,2026-07-29,Group HQ (US),Data Infrastructure,Direct COGS,AWS Cloud Compute & S3,Cloudflare CDN,3074.21,60,RECONCILED
GL-14463,2026-04-25,Enterprise Cloud BV,Data Infrastructure,General & Admin,Office Facilities & Coworking,WeWork Management,3131.77,60,RECONCILED
GL-14464,2026-07-22,EMEA Logistics Ltd,Customer Support,General & Admin,Audit & Corporate Legal Retainers,PwC Audit Advisory,11442.58,30,RECONCILED
GL-14465,2026-04-25,Sub-Sahara Telco PLC,General & Admin,Direct COGS,Stripe Payment Processing,OpenAI Inc,4038.06,30,RECONCILED
GL-14466,2026-02-21,Group HQ (US),General & Admin,Direct COGS,Stripe Payment Processing,Cloudflare CDN,7002.57,30,RECONCILED
GL-14467,2026-09-08,EMEA Logistics Ltd,Engineering & R&D,Direct COGS,Stripe Payment Processing,Cloudflare CDN,2349.45,30,RECONCILED
GL-14468,2026-05-09,Group HQ (US),Data Infrastructure,General & Admin,Audit & Corporate Legal Retainers,Baker McKenzie LLP,11877.33,60,RECONCILED
GL-14469,2026-09-11,Enterprise Cloud BV,Engineering & R&D,Sales & Marketing,Global SaaS Summit Booth,Meta Business,15676.0,30,RECONCILED
GL-14470,2026-06-19,Enterprise Cloud BV,Engineering & R&D,Gross Revenue,Professional Advisory Retainer,Mid-Market B2B SaaS Client,15560.54,45,RECONCILED
GL-14471,2026-05-20,EMEA Logistics Ltd,Data Infrastructure,Sales & Marketing,Global SaaS Summit Booth,Google Ads,16271.01,60,RECONCILED
GL-14472,2026-01-08,Group HQ (US),General & Admin,Direct COGS,Stripe Payment Processing,Cloudflare CDN,6717.96,30,RECONCILED
GL-14473,2026-02-06,Group HQ (US),Engineering & R&D,Direct COGS,Third-Party LLM API Credits,OpenAI Inc,1916.98,45,PENDING_AUDIT
GL-14474,2026-12-30,Enterprise Cloud BV,General & Admin,Payroll & Benefits,Executive Compensation,Gusto Payroll,31424.63,60,RECONCILED
GL-14475,2026-10-21,Group HQ (US),Data Infrastructure,Payroll & Benefits,Engineering Salaries,Gusto Payroll,7734.09,60,RECONCILED
GL-14476,2026-10-22,EMEA Logistics Ltd,Customer Support,Gross Revenue,SaaS Platform Subscriptions,Mid-Market B2B SaaS Client,4957.24,30,RECONCILED
GL-14477,2026-03-06,Sub-Sahara Telco PLC,Sales & Marketing,Direct COGS,AWS Cloud Compute & S3,Amazon Web Services,2394.89,60,RECONCILED
GL-14478,2026-04-11,Sub-Sahara Telco PLC,Data Infrastructure,Direct COGS,Third-Party LLM API Credits,Amazon Web Services,3678.03,30,RECONCILED
GL-14479,2026-05-25,Group HQ (US),Sales & Marketing,Direct COGS,Stripe Payment Processing,Amazon Web Services,6410.97,30,RECONCILED
GL-14480,2026-03-13,Enterprise Cloud BV,Data Infrastructure,Direct COGS,Stripe Payment Processing,Cloudflare CDN,8401.88,45,RECONCILED
GL-14481,2026-01-19,EMEA Logistics Ltd,Sales & Marketing,Sales & Marketing,Global SaaS Summit Booth,HubSpot Marketing,22925.45,30,PENDING_AUDIT
GL-14482,2026-06-08,Group HQ (US),Sales & Marketing,Payroll & Benefits,Executive Compensation,Gusto Payroll,24276.32,45,RECONCILED
GL-14483,2026-12-25,Enterprise Cloud BV,Engineering & R&D,Direct COGS,Third-Party LLM API Credits,Stripe Inc,2741.07,30,RECONCILED
GL-14484,2026-10-19,Enterprise Cloud BV,Data Infrastructure,Sales & Marketing,LinkedIn B2B Lead Generation,Google Ads,2336.27,45,RECONCILED
GL-14485,2026-03-27,Group HQ (US),Customer Support,Gross Revenue,Enterprise Multi-Year License,Fortune 500 Enterprise Client,53565.2,30,RECONCILED
GL-14486,2026-02-23,Group HQ (US),Customer Support,Direct COGS,AWS Cloud Compute & S3,OpenAI Inc,7240.45,45,RECONCILED
GL-14487,2026-08-20,EMEA Logistics Ltd,Engineering & R&D,Payroll & Benefits,Contract Data Engineers,Gusto Payroll,9224.29,30,RECONCILED
GL-14488,2026-03-21,EMEA Logistics Ltd,General & Admin,Sales & Marketing,LinkedIn B2B Lead Generation,Google Ads,3452.39,60,RECONCILED
GL-14489,2026-04-06,Enterprise Cloud BV,Engineering & R&D,Gross Revenue,SaaS Platform Subscriptions,Fintech Payment Partner,12352.89,60,RECONCILED
GL-14490,2026-11-01,Enterprise Cloud BV,General & Admin,Sales & Marketing,LinkedIn B2B Lead Generation,LinkedIn B2B Marketing,3581.43,45,RECONCILED
GL-14491,2026-08-27,Group HQ (US),Sales & Marketing,General & Admin,Audit & Corporate Legal Retainers,Slack Technologies,10415.28,45,PENDING_AUDIT
GL-14492,2026-12-24,Sub-Sahara Telco PLC,Engineering & R&D,Payroll & Benefits,Executive Compensation,Remote.com Global,17264.23,45,RECONCILED
GL-14493,2026-07-01,EMEA Logistics Ltd,General & Admin,General & Admin,Audit & Corporate Legal Retainers,Slack Technologies,7318.44,45,RECONCILED
GL-14494,2026-08-03,Group HQ (US),Engineering & R&D,Sales & Marketing,LinkedIn B2B Lead Generation,Google Ads,5999.95,30,RECONCILED
GL-14495,2026-06-11,EMEA Logistics Ltd,Customer Support,Sales & Marketing,Google Search & Ads Campaign,HubSpot Marketing,2096.54,45,RECONCILED
